id,path,fake,real
WDNJOKYD,/home/tdl/deepvoice/CQT_test_nocan/WDNJOKYD.ogg,1,0
mixed_18681,/home/tdl/deepvoice/CQT_test_nocan/mixed_18681.ogg,1,1
GUPINXIQ,/home/tdl/deepvoice/CQT_test_nocan/GUPINXIQ.ogg,0,1
mixed_2568,/home/tdl/deepvoice/CQT_test_nocan/mixed_2568.ogg,1,1
MAFCJOFS,/home/tdl/deepvoice/CQT_test_nocan/MAFCJOFS.ogg,1,0
ELBAHCFN,/home/tdl/deepvoice/CQT_test_nocan/ELBAHCFN.ogg,0,1
MEWGEYDX,/home/tdl/deepvoice/CQT_test_nocan/MEWGEYDX.ogg,1,0
ZZJSHPKT,/home/tdl/deepvoice/CQT_test_nocan/ZZJSHPKT.ogg,1,0
SSFQBISA,/home/tdl/deepvoice/CQT_test_nocan/SSFQBISA.ogg,1,0
XDNJUYWV,/home/tdl/deepvoice/CQT_test_nocan/XDNJUYWV.ogg,0,1
QQWCNYGJ,/home/tdl/deepvoice/CQT_test_nocan/QQWCNYGJ.ogg,1,0
OIIXGMDY,/home/tdl/deepvoice/CQT_test_nocan/OIIXGMDY.ogg,0,1
mixed_7051,/home/tdl/deepvoice/CQT_test_nocan/mixed_7051.ogg,1,1
KLPQTKDL,/home/tdl/deepvoice/CQT_test_nocan/KLPQTKDL.ogg,1,0
mixed_6845,/home/tdl/deepvoice/CQT_test_nocan/mixed_6845.ogg,1,1
MQFJAWPR,/home/tdl/deepvoice/CQT_test_nocan/MQFJAWPR.ogg,0,1
HVBTNDPP,/home/tdl/deepvoice/CQT_test_nocan/HVBTNDPP.ogg,0,1
GEBBZHCW,/home/tdl/deepvoice/CQT_test_nocan/GEBBZHCW.ogg,0,1
mixed_5196,/home/tdl/deepvoice/CQT_test_nocan/mixed_5196.ogg,1,1
DJDFNHCU,/home/tdl/deepvoice/CQT_test_nocan/DJDFNHCU.ogg,1,0
mixed_6815,/home/tdl/deepvoice/CQT_test_nocan/mixed_6815.ogg,1,1
MKBZMTZN,/home/tdl/deepvoice/CQT_test_nocan/MKBZMTZN.ogg,1,0
mixed_913,/home/tdl/deepvoice/CQT_test_nocan/mixed_913.ogg,1,1
IKFFARPM,/home/tdl/deepvoice/CQT_test_nocan/IKFFARPM.ogg,0,1
IFUKBEET,/home/tdl/deepvoice/CQT_test_nocan/IFUKBEET.ogg,0,1
DDWQXAKV,/home/tdl/deepvoice/CQT_test_nocan/DDWQXAKV.ogg,1,0
BITLLRMN,/home/tdl/deepvoice/CQT_test_nocan/BITLLRMN.ogg,1,0
LGGCEWJH,/home/tdl/deepvoice/CQT_test_nocan/LGGCEWJH.ogg,1,0
MCJIIYFO,/home/tdl/deepvoice/CQT_test_nocan/MCJIIYFO.ogg,0,1
mixed_13843,/home/tdl/deepvoice/CQT_test_nocan/mixed_13843.ogg,1,1
mixed_18845,/home/tdl/deepvoice/CQT_test_nocan/mixed_18845.ogg,1,1
mixed_18684,/home/tdl/deepvoice/CQT_test_nocan/mixed_18684.ogg,1,1
mixed_9638,/home/tdl/deepvoice/CQT_test_nocan/mixed_9638.ogg,1,1
DKEJICLO,/home/tdl/deepvoice/CQT_test_nocan/DKEJICLO.ogg,1,0
mixed_22870,/home/tdl/deepvoice/CQT_test_nocan/mixed_22870.ogg,1,1
MOACRLZK,/home/tdl/deepvoice/CQT_test_nocan/MOACRLZK.ogg,1,0
NBGSVLVM,/home/tdl/deepvoice/CQT_test_nocan/NBGSVLVM.ogg,0,1
DMDYBPEP,/home/tdl/deepvoice/CQT_test_nocan/DMDYBPEP.ogg,1,0
DLWKOGQZ,/home/tdl/deepvoice/CQT_test_nocan/DLWKOGQZ.ogg,0,1
mixed_27518,/home/tdl/deepvoice/CQT_test_nocan/mixed_27518.ogg,1,1
mixed_19611,/home/tdl/deepvoice/CQT_test_nocan/mixed_19611.ogg,1,1
WYNCBPXH,/home/tdl/deepvoice/CQT_test_nocan/WYNCBPXH.ogg,1,0
mixed_5161,/home/tdl/deepvoice/CQT_test_nocan/mixed_5161.ogg,1,1
EXJUMXCN,/home/tdl/deepvoice/CQT_test_nocan/EXJUMXCN.ogg,1,0
WORHVMQX,/home/tdl/deepvoice/CQT_test_nocan/WORHVMQX.ogg,0,1
LUUAGBOY,/home/tdl/deepvoice/CQT_test_nocan/LUUAGBOY.ogg,0,1
FFSCUFNA,/home/tdl/deepvoice/CQT_test_nocan/FFSCUFNA.ogg,1,0
UWYUHDPS,/home/tdl/deepvoice/CQT_test_nocan/UWYUHDPS.ogg,1,0
mixed_6670,/home/tdl/deepvoice/CQT_test_nocan/mixed_6670.ogg,1,1
mixed_8010,/home/tdl/deepvoice/CQT_test_nocan/mixed_8010.ogg,1,1
TUPBTERK,/home/tdl/deepvoice/CQT_test_nocan/TUPBTERK.ogg,1,0
mixed_3325,/home/tdl/deepvoice/CQT_test_nocan/mixed_3325.ogg,1,1
QLWHSDJQ,/home/tdl/deepvoice/CQT_test_nocan/QLWHSDJQ.ogg,1,0
RVDNRQGL,/home/tdl/deepvoice/CQT_test_nocan/RVDNRQGL.ogg,1,0
mixed_8426,/home/tdl/deepvoice/CQT_test_nocan/mixed_8426.ogg,1,1
mixed_9217,/home/tdl/deepvoice/CQT_test_nocan/mixed_9217.ogg,1,1
mixed_27214,/home/tdl/deepvoice/CQT_test_nocan/mixed_27214.ogg,1,1
JWFRMIVK,/home/tdl/deepvoice/CQT_test_nocan/JWFRMIVK.ogg,0,1
CHDKVVUM,/home/tdl/deepvoice/CQT_test_nocan/CHDKVVUM.ogg,0,1
mixed_26937,/home/tdl/deepvoice/CQT_test_nocan/mixed_26937.ogg,1,1
mixed_17386,/home/tdl/deepvoice/CQT_test_nocan/mixed_17386.ogg,1,1
ZKUJPUQZ,/home/tdl/deepvoice/CQT_test_nocan/ZKUJPUQZ.ogg,0,1
mixed_18220,/home/tdl/deepvoice/CQT_test_nocan/mixed_18220.ogg,1,1
mixed_2626,/home/tdl/deepvoice/CQT_test_nocan/mixed_2626.ogg,1,1
BBEAWPWB,/home/tdl/deepvoice/CQT_test_nocan/BBEAWPWB.ogg,0,1
mixed_24974,/home/tdl/deepvoice/CQT_test_nocan/mixed_24974.ogg,1,1
mixed_7633,/home/tdl/deepvoice/CQT_test_nocan/mixed_7633.ogg,1,1
mixed_16556,/home/tdl/deepvoice/CQT_test_nocan/mixed_16556.ogg,1,1
YLYNZGFP,/home/tdl/deepvoice/CQT_test_nocan/YLYNZGFP.ogg,0,1
VXOFEXZO,/home/tdl/deepvoice/CQT_test_nocan/VXOFEXZO.ogg,0,1
AKLFGKDY,/home/tdl/deepvoice/CQT_test_nocan/AKLFGKDY.ogg,1,0
QUTLQDXT,/home/tdl/deepvoice/CQT_test_nocan/QUTLQDXT.ogg,1,0
mixed_27043,/home/tdl/deepvoice/CQT_test_nocan/mixed_27043.ogg,1,1
ZONZGRQM,/home/tdl/deepvoice/CQT_test_nocan/ZONZGRQM.ogg,0,1
PXYLRRAM,/home/tdl/deepvoice/CQT_test_nocan/PXYLRRAM.ogg,1,0
mixed_24508,/home/tdl/deepvoice/CQT_test_nocan/mixed_24508.ogg,1,1
mixed_4673,/home/tdl/deepvoice/CQT_test_nocan/mixed_4673.ogg,1,1
SBKJNZTN,/home/tdl/deepvoice/CQT_test_nocan/SBKJNZTN.ogg,0,1
RTHPWTLQ,/home/tdl/deepvoice/CQT_test_nocan/RTHPWTLQ.ogg,1,0
RJHGXIBO,/home/tdl/deepvoice/CQT_test_nocan/RJHGXIBO.ogg,1,0
EWNCZELM,/home/tdl/deepvoice/CQT_test_nocan/EWNCZELM.ogg,0,1
ANBREUQU,/home/tdl/deepvoice/CQT_test_nocan/ANBREUQU.ogg,0,1
mixed_20805,/home/tdl/deepvoice/CQT_test_nocan/mixed_20805.ogg,1,1
PSDVCBXL,/home/tdl/deepvoice/CQT_test_nocan/PSDVCBXL.ogg,1,0
XRRUZHXX,/home/tdl/deepvoice/CQT_test_nocan/XRRUZHXX.ogg,1,0
XMVNXMER,/home/tdl/deepvoice/CQT_test_nocan/XMVNXMER.ogg,1,0
HKIWMEXQ,/home/tdl/deepvoice/CQT_test_nocan/HKIWMEXQ.ogg,1,0
mixed_22656,/home/tdl/deepvoice/CQT_test_nocan/mixed_22656.ogg,1,1
mixed_9738,/home/tdl/deepvoice/CQT_test_nocan/mixed_9738.ogg,1,1
mixed_1721,/home/tdl/deepvoice/CQT_test_nocan/mixed_1721.ogg,1,1
mixed_1687,/home/tdl/deepvoice/CQT_test_nocan/mixed_1687.ogg,1,1
LJICLKAF,/home/tdl/deepvoice/CQT_test_nocan/LJICLKAF.ogg,0,1
GTHMYVNM,/home/tdl/deepvoice/CQT_test_nocan/GTHMYVNM.ogg,1,0
mixed_20530,/home/tdl/deepvoice/CQT_test_nocan/mixed_20530.ogg,1,1
ZQGUPETG,/home/tdl/deepvoice/CQT_test_nocan/ZQGUPETG.ogg,0,1
RARSQCDV,/home/tdl/deepvoice/CQT_test_nocan/RARSQCDV.ogg,0,1
mixed_23301,/home/tdl/deepvoice/CQT_test_nocan/mixed_23301.ogg,1,1
mixed_5368,/home/tdl/deepvoice/CQT_test_nocan/mixed_5368.ogg,1,1
ZQKNEJET,/home/tdl/deepvoice/CQT_test_nocan/ZQKNEJET.ogg,1,0
SEVPCJLM,/home/tdl/deepvoice/CQT_test_nocan/SEVPCJLM.ogg,1,0
mixed_19659,/home/tdl/deepvoice/CQT_test_nocan/mixed_19659.ogg,1,1
WXGDRFAT,/home/tdl/deepvoice/CQT_test_nocan/WXGDRFAT.ogg,1,0
FDNSHDMQ,/home/tdl/deepvoice/CQT_test_nocan/FDNSHDMQ.ogg,1,0
mixed_7711,/home/tdl/deepvoice/CQT_test_nocan/mixed_7711.ogg,1,1
UBNZANTG,/home/tdl/deepvoice/CQT_test_nocan/UBNZANTG.ogg,1,0
YAMRSEWA,/home/tdl/deepvoice/CQT_test_nocan/YAMRSEWA.ogg,0,1
JDULJEOW,/home/tdl/deepvoice/CQT_test_nocan/JDULJEOW.ogg,1,0
mixed_19418,/home/tdl/deepvoice/CQT_test_nocan/mixed_19418.ogg,1,1
DFRXIROK,/home/tdl/deepvoice/CQT_test_nocan/DFRXIROK.ogg,0,1
YGXOOQIY,/home/tdl/deepvoice/CQT_test_nocan/YGXOOQIY.ogg,0,1
UNRVSCPU,/home/tdl/deepvoice/CQT_test_nocan/UNRVSCPU.ogg,1,0
VGGIVZQM,/home/tdl/deepvoice/CQT_test_nocan/VGGIVZQM.ogg,0,1
mixed_27513,/home/tdl/deepvoice/CQT_test_nocan/mixed_27513.ogg,1,1
INODXYXA,/home/tdl/deepvoice/CQT_test_nocan/INODXYXA.ogg,1,0
WNHTSHCJ,/home/tdl/deepvoice/CQT_test_nocan/WNHTSHCJ.ogg,1,0
ZNYZUKRL,/home/tdl/deepvoice/CQT_test_nocan/ZNYZUKRL.ogg,0,1
FJAGVIND,/home/tdl/deepvoice/CQT_test_nocan/FJAGVIND.ogg,0,1
mixed_12971,/home/tdl/deepvoice/CQT_test_nocan/mixed_12971.ogg,1,1
mixed_26705,/home/tdl/deepvoice/CQT_test_nocan/mixed_26705.ogg,1,1
EFKNLQKG,/home/tdl/deepvoice/CQT_test_nocan/EFKNLQKG.ogg,0,1
mixed_6177,/home/tdl/deepvoice/CQT_test_nocan/mixed_6177.ogg,1,1
GMIOOXIN,/home/tdl/deepvoice/CQT_test_nocan/GMIOOXIN.ogg,0,1
RPXOCEGZ,/home/tdl/deepvoice/CQT_test_nocan/RPXOCEGZ.ogg,1,0
mixed_14415,/home/tdl/deepvoice/CQT_test_nocan/mixed_14415.ogg,1,1
mixed_25032,/home/tdl/deepvoice/CQT_test_nocan/mixed_25032.ogg,1,1
MXSXDGND,/home/tdl/deepvoice/CQT_test_nocan/MXSXDGND.ogg,1,0
FVGHMVHF,/home/tdl/deepvoice/CQT_test_nocan/FVGHMVHF.ogg,1,0
HFSJVRIM,/home/tdl/deepvoice/CQT_test_nocan/HFSJVRIM.ogg,1,0
WETQWQGP,/home/tdl/deepvoice/CQT_test_nocan/WETQWQGP.ogg,1,0
SPMGAWIY,/home/tdl/deepvoice/CQT_test_nocan/SPMGAWIY.ogg,1,0
mixed_5121,/home/tdl/deepvoice/CQT_test_nocan/mixed_5121.ogg,1,1
mixed_9318,/home/tdl/deepvoice/CQT_test_nocan/mixed_9318.ogg,1,1
mixed_14354,/home/tdl/deepvoice/CQT_test_nocan/mixed_14354.ogg,1,1
ZRYJKGCS,/home/tdl/deepvoice/CQT_test_nocan/ZRYJKGCS.ogg,1,0
ZNSVRYIV,/home/tdl/deepvoice/CQT_test_nocan/ZNSVRYIV.ogg,0,1
XGTFBEFO,/home/tdl/deepvoice/CQT_test_nocan/XGTFBEFO.ogg,1,0
UPZCWLFG,/home/tdl/deepvoice/CQT_test_nocan/UPZCWLFG.ogg,0,1
mixed_19851,/home/tdl/deepvoice/CQT_test_nocan/mixed_19851.ogg,1,1
mixed_16329,/home/tdl/deepvoice/CQT_test_nocan/mixed_16329.ogg,1,1
mixed_6727,/home/tdl/deepvoice/CQT_test_nocan/mixed_6727.ogg,1,1
OJDGOAGD,/home/tdl/deepvoice/CQT_test_nocan/OJDGOAGD.ogg,1,0
OYOSRNGL,/home/tdl/deepvoice/CQT_test_nocan/OYOSRNGL.ogg,1,0
NOIFCFEH,/home/tdl/deepvoice/CQT_test_nocan/NOIFCFEH.ogg,0,1
VANGCYBG,/home/tdl/deepvoice/CQT_test_nocan/VANGCYBG.ogg,1,0
OOCCHNQR,/home/tdl/deepvoice/CQT_test_nocan/OOCCHNQR.ogg,0,1
GOYMOWHC,/home/tdl/deepvoice/CQT_test_nocan/GOYMOWHC.ogg,1,0
AHNKISAV,/home/tdl/deepvoice/CQT_test_nocan/AHNKISAV.ogg,0,1
GSGAPHWH,/home/tdl/deepvoice/CQT_test_nocan/GSGAPHWH.ogg,1,0
QFDOPXCM,/home/tdl/deepvoice/CQT_test_nocan/QFDOPXCM.ogg,1,0
BEGNBEUM,/home/tdl/deepvoice/CQT_test_nocan/BEGNBEUM.ogg,0,1
XUOIJSPI,/home/tdl/deepvoice/CQT_test_nocan/XUOIJSPI.ogg,1,0
SZJSDUKZ,/home/tdl/deepvoice/CQT_test_nocan/SZJSDUKZ.ogg,0,1
FWQHWVZZ,/home/tdl/deepvoice/CQT_test_nocan/FWQHWVZZ.ogg,0,1
mixed_20941,/home/tdl/deepvoice/CQT_test_nocan/mixed_20941.ogg,1,1
PHDRXWJR,/home/tdl/deepvoice/CQT_test_nocan/PHDRXWJR.ogg,1,0
YAALRTQU,/home/tdl/deepvoice/CQT_test_nocan/YAALRTQU.ogg,1,0
TUQCQVFW,/home/tdl/deepvoice/CQT_test_nocan/TUQCQVFW.ogg,1,0
MNHIKJVZ,/home/tdl/deepvoice/CQT_test_nocan/MNHIKJVZ.ogg,0,1
mixed_12774,/home/tdl/deepvoice/CQT_test_nocan/mixed_12774.ogg,1,1
ZVNMUBBH,/home/tdl/deepvoice/CQT_test_nocan/ZVNMUBBH.ogg,0,1
VIZZISNF,/home/tdl/deepvoice/CQT_test_nocan/VIZZISNF.ogg,1,0
EKTCPWWW,/home/tdl/deepvoice/CQT_test_nocan/EKTCPWWW.ogg,1,0
WXZWSVKD,/home/tdl/deepvoice/CQT_test_nocan/WXZWSVKD.ogg,0,1
mixed_20422,/home/tdl/deepvoice/CQT_test_nocan/mixed_20422.ogg,1,1
mixed_20539,/home/tdl/deepvoice/CQT_test_nocan/mixed_20539.ogg,1,1
SFDEORRR,/home/tdl/deepvoice/CQT_test_nocan/SFDEORRR.ogg,1,0
PXWCLSVH,/home/tdl/deepvoice/CQT_test_nocan/PXWCLSVH.ogg,1,0
PCZISDGK,/home/tdl/deepvoice/CQT_test_nocan/PCZISDGK.ogg,0,1
BHFAORVZ,/home/tdl/deepvoice/CQT_test_nocan/BHFAORVZ.ogg,0,1
HTVYOPSF,/home/tdl/deepvoice/CQT_test_nocan/HTVYOPSF.ogg,1,0
VBQWEYLN,/home/tdl/deepvoice/CQT_test_nocan/VBQWEYLN.ogg,0,1
NXKDJDSD,/home/tdl/deepvoice/CQT_test_nocan/NXKDJDSD.ogg,0,1
CTTMPTLN,/home/tdl/deepvoice/CQT_test_nocan/CTTMPTLN.ogg,1,0
OAXHENPE,/home/tdl/deepvoice/CQT_test_nocan/OAXHENPE.ogg,1,0
VHQGFEIZ,/home/tdl/deepvoice/CQT_test_nocan/VHQGFEIZ.ogg,0,1
CRMAYYTY,/home/tdl/deepvoice/CQT_test_nocan/CRMAYYTY.ogg,1,0
EUTSUYZM,/home/tdl/deepvoice/CQT_test_nocan/EUTSUYZM.ogg,0,1
mixed_14070,/home/tdl/deepvoice/CQT_test_nocan/mixed_14070.ogg,1,1
mixed_17447,/home/tdl/deepvoice/CQT_test_nocan/mixed_17447.ogg,1,1
TWZWWBWC,/home/tdl/deepvoice/CQT_test_nocan/TWZWWBWC.ogg,1,0
OPOTJQRD,/home/tdl/deepvoice/CQT_test_nocan/OPOTJQRD.ogg,0,1
mixed_19895,/home/tdl/deepvoice/CQT_test_nocan/mixed_19895.ogg,1,1
mixed_17809,/home/tdl/deepvoice/CQT_test_nocan/mixed_17809.ogg,1,1
QEVMOZQQ,/home/tdl/deepvoice/CQT_test_nocan/QEVMOZQQ.ogg,1,0
ERRHZJPF,/home/tdl/deepvoice/CQT_test_nocan/ERRHZJPF.ogg,0,1
SNRYGKVD,/home/tdl/deepvoice/CQT_test_nocan/SNRYGKVD.ogg,0,1
mixed_18566,/home/tdl/deepvoice/CQT_test_nocan/mixed_18566.ogg,1,1
mixed_7176,/home/tdl/deepvoice/CQT_test_nocan/mixed_7176.ogg,1,1
mixed_16705,/home/tdl/deepvoice/CQT_test_nocan/mixed_16705.ogg,1,1
mixed_15917,/home/tdl/deepvoice/CQT_test_nocan/mixed_15917.ogg,1,1
mixed_26471,/home/tdl/deepvoice/CQT_test_nocan/mixed_26471.ogg,1,1
mixed_24802,/home/tdl/deepvoice/CQT_test_nocan/mixed_24802.ogg,1,1
FAAJHFNW,/home/tdl/deepvoice/CQT_test_nocan/FAAJHFNW.ogg,1,0
mixed_17943,/home/tdl/deepvoice/CQT_test_nocan/mixed_17943.ogg,1,1
NZRXJLFE,/home/tdl/deepvoice/CQT_test_nocan/NZRXJLFE.ogg,0,1
LSQTGBHK,/home/tdl/deepvoice/CQT_test_nocan/LSQTGBHK.ogg,0,1
UTAYDIVN,/home/tdl/deepvoice/CQT_test_nocan/UTAYDIVN.ogg,1,0
JDWXDWIZ,/home/tdl/deepvoice/CQT_test_nocan/JDWXDWIZ.ogg,1,0
TFJWCUUC,/home/tdl/deepvoice/CQT_test_nocan/TFJWCUUC.ogg,1,0
BGPMHCXG,/home/tdl/deepvoice/CQT_test_nocan/BGPMHCXG.ogg,1,0
VSJUGHFN,/home/tdl/deepvoice/CQT_test_nocan/VSJUGHFN.ogg,0,1
AVHMUSUD,/home/tdl/deepvoice/CQT_test_nocan/AVHMUSUD.ogg,0,1
QSJPBWFX,/home/tdl/deepvoice/CQT_test_nocan/QSJPBWFX.ogg,0,1
QCBHPJJM,/home/tdl/deepvoice/CQT_test_nocan/QCBHPJJM.ogg,0,1
ZWHAQYKL,/home/tdl/deepvoice/CQT_test_nocan/ZWHAQYKL.ogg,0,1
PLACSURY,/home/tdl/deepvoice/CQT_test_nocan/PLACSURY.ogg,1,0
EMDHPOEA,/home/tdl/deepvoice/CQT_test_nocan/EMDHPOEA.ogg,0,1
mixed_14573,/home/tdl/deepvoice/CQT_test_nocan/mixed_14573.ogg,1,1
VNOZLJPR,/home/tdl/deepvoice/CQT_test_nocan/VNOZLJPR.ogg,1,0
mixed_9893,/home/tdl/deepvoice/CQT_test_nocan/mixed_9893.ogg,1,1
mixed_20774,/home/tdl/deepvoice/CQT_test_nocan/mixed_20774.ogg,1,1
YTJYAQMP,/home/tdl/deepvoice/CQT_test_nocan/YTJYAQMP.ogg,0,1
PHQIQVNP,/home/tdl/deepvoice/CQT_test_nocan/PHQIQVNP.ogg,1,0
mixed_572,/home/tdl/deepvoice/CQT_test_nocan/mixed_572.ogg,1,1
mixed_18480,/home/tdl/deepvoice/CQT_test_nocan/mixed_18480.ogg,1,1
mixed_19248,/home/tdl/deepvoice/CQT_test_nocan/mixed_19248.ogg,1,1
mixed_14693,/home/tdl/deepvoice/CQT_test_nocan/mixed_14693.ogg,1,1
NXPOBREO,/home/tdl/deepvoice/CQT_test_nocan/NXPOBREO.ogg,0,1
JKFOQNAG,/home/tdl/deepvoice/CQT_test_nocan/JKFOQNAG.ogg,0,1
NILCWWSS,/home/tdl/deepvoice/CQT_test_nocan/NILCWWSS.ogg,1,0
WEMKEMDL,/home/tdl/deepvoice/CQT_test_nocan/WEMKEMDL.ogg,0,1
mixed_17535,/home/tdl/deepvoice/CQT_test_nocan/mixed_17535.ogg,1,1
ZXWCVWGS,/home/tdl/deepvoice/CQT_test_nocan/ZXWCVWGS.ogg,1,0
LQNOJMME,/home/tdl/deepvoice/CQT_test_nocan/LQNOJMME.ogg,1,0
WWKOMOII,/home/tdl/deepvoice/CQT_test_nocan/WWKOMOII.ogg,1,0
UTQPFITP,/home/tdl/deepvoice/CQT_test_nocan/UTQPFITP.ogg,1,0
TKEPTMYH,/home/tdl/deepvoice/CQT_test_nocan/TKEPTMYH.ogg,0,1
BJDIJHGN,/home/tdl/deepvoice/CQT_test_nocan/BJDIJHGN.ogg,1,0
OZQNDQIM,/home/tdl/deepvoice/CQT_test_nocan/OZQNDQIM.ogg,0,1
HKWRVFXH,/home/tdl/deepvoice/CQT_test_nocan/HKWRVFXH.ogg,0,1
OCRACTIT,/home/tdl/deepvoice/CQT_test_nocan/OCRACTIT.ogg,1,0
CSMIHJWO,/home/tdl/deepvoice/CQT_test_nocan/CSMIHJWO.ogg,0,1
CTVFCVHO,/home/tdl/deepvoice/CQT_test_nocan/CTVFCVHO.ogg,1,0
SKCVFRRH,/home/tdl/deepvoice/CQT_test_nocan/SKCVFRRH.ogg,1,0
ZZHNHBPH,/home/tdl/deepvoice/CQT_test_nocan/ZZHNHBPH.ogg,0,1
JLPZLAWE,/home/tdl/deepvoice/CQT_test_nocan/JLPZLAWE.ogg,0,1
mixed_14547,/home/tdl/deepvoice/CQT_test_nocan/mixed_14547.ogg,1,1
mixed_12924,/home/tdl/deepvoice/CQT_test_nocan/mixed_12924.ogg,1,1
GSASDZOX,/home/tdl/deepvoice/CQT_test_nocan/GSASDZOX.ogg,1,0
MNZNRSKK,/home/tdl/deepvoice/CQT_test_nocan/MNZNRSKK.ogg,1,0
mixed_5276,/home/tdl/deepvoice/CQT_test_nocan/mixed_5276.ogg,1,1
mixed_20496,/home/tdl/deepvoice/CQT_test_nocan/mixed_20496.ogg,1,1
WPFXOKDM,/home/tdl/deepvoice/CQT_test_nocan/WPFXOKDM.ogg,1,0
RTTWMVXE,/home/tdl/deepvoice/CQT_test_nocan/RTTWMVXE.ogg,0,1
XMBJUQCN,/home/tdl/deepvoice/CQT_test_nocan/XMBJUQCN.ogg,0,1
CUDQJTJN,/home/tdl/deepvoice/CQT_test_nocan/CUDQJTJN.ogg,0,1
CQELMNSX,/home/tdl/deepvoice/CQT_test_nocan/CQELMNSX.ogg,0,1
RODZRKWC,/home/tdl/deepvoice/CQT_test_nocan/RODZRKWC.ogg,0,1
TPWVRLJD,/home/tdl/deepvoice/CQT_test_nocan/TPWVRLJD.ogg,0,1
XEXCOFGU,/home/tdl/deepvoice/CQT_test_nocan/XEXCOFGU.ogg,0,1
LMGZNQDR,/home/tdl/deepvoice/CQT_test_nocan/LMGZNQDR.ogg,1,0
YZFTSMIO,/home/tdl/deepvoice/CQT_test_nocan/YZFTSMIO.ogg,0,1
HHMHEHZQ,/home/tdl/deepvoice/CQT_test_nocan/HHMHEHZQ.ogg,0,1
BSEBLSNV,/home/tdl/deepvoice/CQT_test_nocan/BSEBLSNV.ogg,1,0
SMHSBCQC,/home/tdl/deepvoice/CQT_test_nocan/SMHSBCQC.ogg,1,0
QDCXSYBE,/home/tdl/deepvoice/CQT_test_nocan/QDCXSYBE.ogg,1,0
mixed_25381,/home/tdl/deepvoice/CQT_test_nocan/mixed_25381.ogg,1,1
TECIDDBD,/home/tdl/deepvoice/CQT_test_nocan/TECIDDBD.ogg,0,1
CYZPYJAQ,/home/tdl/deepvoice/CQT_test_nocan/CYZPYJAQ.ogg,0,1
RKELHMPJ,/home/tdl/deepvoice/CQT_test_nocan/RKELHMPJ.ogg,1,0
IDVGJAJJ,/home/tdl/deepvoice/CQT_test_nocan/IDVGJAJJ.ogg,0,1
mixed_7767,/home/tdl/deepvoice/CQT_test_nocan/mixed_7767.ogg,1,1
RBBOGVXP,/home/tdl/deepvoice/CQT_test_nocan/RBBOGVXP.ogg,0,1
MININJBZ,/home/tdl/deepvoice/CQT_test_nocan/MININJBZ.ogg,0,1
LPZYOPSW,/home/tdl/deepvoice/CQT_test_nocan/LPZYOPSW.ogg,1,0
mixed_5141,/home/tdl/deepvoice/CQT_test_nocan/mixed_5141.ogg,1,1
mixed_7835,/home/tdl/deepvoice/CQT_test_nocan/mixed_7835.ogg,1,1
mixed_20355,/home/tdl/deepvoice/CQT_test_nocan/mixed_20355.ogg,1,1
RCNEBKOP,/home/tdl/deepvoice/CQT_test_nocan/RCNEBKOP.ogg,1,0
IOAWNFIV,/home/tdl/deepvoice/CQT_test_nocan/IOAWNFIV.ogg,1,0
mixed_3696,/home/tdl/deepvoice/CQT_test_nocan/mixed_3696.ogg,1,1
MCRYXVMM,/home/tdl/deepvoice/CQT_test_nocan/MCRYXVMM.ogg,0,1
mixed_9947,/home/tdl/deepvoice/CQT_test_nocan/mixed_9947.ogg,1,1
mixed_23563,/home/tdl/deepvoice/CQT_test_nocan/mixed_23563.ogg,1,1
mixed_6163,/home/tdl/deepvoice/CQT_test_nocan/mixed_6163.ogg,1,1
URDECVDD,/home/tdl/deepvoice/CQT_test_nocan/URDECVDD.ogg,1,0
KVRGTTIG,/home/tdl/deepvoice/CQT_test_nocan/KVRGTTIG.ogg,0,1
mixed_6424,/home/tdl/deepvoice/CQT_test_nocan/mixed_6424.ogg,1,1
YCKKJAWW,/home/tdl/deepvoice/CQT_test_nocan/YCKKJAWW.ogg,1,0
UNXFDLKJ,/home/tdl/deepvoice/CQT_test_nocan/UNXFDLKJ.ogg,0,1
mixed_16078,/home/tdl/deepvoice/CQT_test_nocan/mixed_16078.ogg,1,1
AKVLQJIL,/home/tdl/deepvoice/CQT_test_nocan/AKVLQJIL.ogg,0,1
HXDIVYLD,/home/tdl/deepvoice/CQT_test_nocan/HXDIVYLD.ogg,0,1
MBNNJWDV,/home/tdl/deepvoice/CQT_test_nocan/MBNNJWDV.ogg,0,1
KGZVAVIP,/home/tdl/deepvoice/CQT_test_nocan/KGZVAVIP.ogg,0,1
mixed_7964,/home/tdl/deepvoice/CQT_test_nocan/mixed_7964.ogg,1,1
mixed_7849,/home/tdl/deepvoice/CQT_test_nocan/mixed_7849.ogg,1,1
PDMMBZUP,/home/tdl/deepvoice/CQT_test_nocan/PDMMBZUP.ogg,0,1
mixed_13471,/home/tdl/deepvoice/CQT_test_nocan/mixed_13471.ogg,1,1
IKMCLEYS,/home/tdl/deepvoice/CQT_test_nocan/IKMCLEYS.ogg,1,0
YXAPWQSP,/home/tdl/deepvoice/CQT_test_nocan/YXAPWQSP.ogg,1,0
mixed_21140,/home/tdl/deepvoice/CQT_test_nocan/mixed_21140.ogg,1,1
mixed_8409,/home/tdl/deepvoice/CQT_test_nocan/mixed_8409.ogg,1,1
TOHFZNXK,/home/tdl/deepvoice/CQT_test_nocan/TOHFZNXK.ogg,0,1
